gauge_id,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,dams_num,dams_year_first,dams_year_last,dams_total_lake_area,dams_total_lake_volume,aquitard_perc,aquifer_perc,aquifer_aquitard_mixed_perc,kf_very_high_perc,kf_high_perc,kf_medium_perc,kf_moderate_perc,kf_low_perc,kf_very_low_perc,kf_extremely_low_perc,kf_very_high_to_high_perc,kf_medium_to_moderate_perc,kf_low_to_extremely_low_perc,kf_highly_variable_perc,kf_moderate_to_low_perc,cavity_fissure_perc,cavity_pores_perc,cavity_fissure_karst_perc,cavity_fissure_pores_perc,rocktype_sediment_perc,rocktype_metamorphite_perc,rocktype_magmatite_perc,consolidation_solid_rock_perc,consolidation_unconsolidated_rock_perc,geochemical_rocktype_silicate_perc,geochemical_rocktype_silicate_carbonatic_perc,geochemical_rocktype_carbonatic_perc,geochemical_rocktype_sulfatic_perc,geochemical_rocktype_silicate_organic_components_perc,geochemical_rocktype_anthropogenically_modified_through_filling_perc,geochemical_rocktype_sulfatic_halitic_perc,geochemical_rocktype_halitic_perc,waterbody_perc,no_data_perc,artificial_surfaces_perc,agricultural_areas_perc,forests_and_seminatural_areas_perc,wetlands_perc,water_bodies_perc,clay_0_30cm_mean,clay_30_100cm_mean,clay_100_200cm_mean,silt_0_30cm_mean,silt_30_100cm_mean,silt_100_200cm_mean,sand_0_30cm_mean,sand_30_100cm_mean,sand_100_200cm_mean,coarse_fragments_0_30cm_mean,coarse_fragments_30_100cm_mean,coarse_fragments_100_200cm_mean,bulk_density_0_30cm_mean,bulk_density_30_100cm_mean,bulk_density_100_200cm_mean,soil_organic_carbon_0_30cm_mean,soil_organic_carbon_30_100cm_mean,soil_organic_carbon_100_200cm_mean,lat,long,gauge_easting,gauge_northing,gauge_elev_metadata,area_metadata,gauge_elev,area,elev_mean,elev_min,elev_5,elev_50,elev_95,elev_max,nitrate_polluted_area_fraction,protected_area_fraction,popdens,wastewater_discharge_m3_year,q_mean,q_std,q_5,q_95,runoff_coefficient,p_mean,p_std,q_7_10,q_seasonal_amplitude,cvq_autumn,cvq_spring,cvq_summer,cvq_winter,q_annual_sens_slope,q_annual_p.value
DE210940,0.07,17.01,1.19,228.57,3.92,0,,,0,0,9.9,64.21,25.88,0,6.27,3.98,53.97,9.5,0.4,0,0,0,0,0,25.88,0,100,0,0,100,0,0,0,100,0,93.73,6.27,0,0,0,0,0,0,0,6.97,68.9,24.13,0,0,22.62,23.48,22.67,40.91,39.48,38.4,30.9,31.46,33.36,10.67,14.58,17.75,1.25,1.47,1.5,24.46,6.21,4.34,48.574072,11.282296,4415656,2829785,403.46,693.2,410.31,674.37,499.13,405.02,430.47,499.1,579.8,671.26,47.0601050312023,0,175.867416381836,23928217,0.808,0.363,0.5,1.38,0.345,2.338,4.81,0.484,0.202,0.409,0.449,0.5,0.418,0.001,0.434
DE210950,0.06,17.08,1.19,229.57,3.98,0,,,0,0,8.41,61.58,30.01,0,7.03,7.2,47.34,8.09,0.32,0,0,0,0,0,30.01,0,100,0,0,100,0,0,0,100,0,92.97,7.03,0,0,0,0,0,0,0,6.94,69.04,23.98,0,0.03,22.75,23.57,22.98,40.41,39.08,37.92,31.09,31.59,33.35,10.59,14.35,17.5,1.25,1.46,1.5,23.83,5.89,4.07,48.717683,11.493699,4430942,2846040,360.73,852.4,366.27,853.75,483.3,361.27,394.74,484.41,573.27,671.26,37.3031262095545,0.00981707971892511,173.575561523438,54729126,0.749,0.347,0.48,1.27,0.327,2.293,4.701,0.447,0.203,0.394,0.501,0.509,0.412,0.001,0.415
DE210960,0.06,17.02,1.2,230.78,3.98,0,,,0,0,5.71,55.7,38.59,0,18,4.89,32.81,5.49,0.22,0,0,0,0,0,38.59,0,100,0,0,100,0,0,0,100,0,82,18,0,0,0,0,0,0,0,7.44,71.98,20.24,0,0.34,22.68,23.56,23.12,38.97,37.9,36.7,31.66,31.84,33.48,10.48,13.5,16.44,1.25,1.44,1.47,23.14,5.57,3.81,48.728112,11.501329,4431481,2847211,358.83,1206.8,362.48,1257.73,454.97,356.36,371.53,450.63,562.18,671.26,30.676439792512,0.0212792360552501,184.113021850586,61383621,0.697,0.338,0.4,1.3,0.298,2.193,4.48,0.395,0.272,0.456,0.515,0.497,0.416,0.001,0.225
DE210970,0.06,18.08,1.19,233.47,3.92,0,,,0,0,17.35,76.36,6.29,0,0,0,76.36,17.35,0,0,0,0,0,0,6.29,0,100,0,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,2.04,73.05,24.91,0,0,23.81,24.98,24.52,42.01,40.12,38.78,32.9,33.62,35.42,10.94,15.72,18.65,1.31,1.54,1.58,25.6,6.32,4.63,48.42136,11.149746,4406131,2812651,454.55,62.8,459.56,61.42,504.48,455.77,470.54,503.21,540.47,565.08,90.5702383081713,0,127.237739562988,0,0.944,0.563,0.65,1.38,0.384,2.457,5.231,0.625,0.184,0.452,0.618,0.748,0.521,0.002,0.035
DE211000,0.07,18.31,1.19,238.09,4.14,0,,,0,0,35.94,64.06,0,0,0,0.17,63.89,35.94,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,6.02,71.85,22.12,0,0,25.11,24.98,25.64,45.03,43.67,41.35,26.17,27.65,29.32,11.18,14.01,16.73,1.29,1.49,1.52,22,4.83,3.73,48.642741,11.784121,4452511,2838187,415.62,143.5,423.65,143.55,479.65,411.73,440.08,481.08,514.54,551.34,62.4227439751338,0,135.158950805664,1410759,0.521,0.688,0.28,0.999,0.238,2.187,4.602,0.297,0.234,0.92,1.462,1.422,1.272,-0.001,0.089
DE211010,0.07,17.88,1.19,236.94,4.15,0,,,0,0,14.93,71.82,13.25,0,1.68,5.65,64.29,14.93,0,0,0,0.21,0,0,13.25,0,99.79,0.21,0,100,0,0,0.21,99.79,0,98.11,1.89,0,0,0,0,0,0,0,5.8,69,25.2,0,0,24.99,25.49,26.09,45.12,43.17,40.98,25.51,26.96,28.56,10.92,13.81,16.51,1.29,1.48,1.51,21.51,4.75,3.61,48.816543,11.830639,4455470,2857587,358.03,368.3,360.73,361.63,451.55,358.9,380.87,454.88,505.58,551.34,45.4414541134449,0.820525848438653,124.332786560059,7578488,0.715,0.496,0.4,1.21,0.332,2.154,4.489,0.431,0.229,0.478,0.724,0.857,0.634,-0.001,0.174
DE211030,0.05,18.22,1.18,237.77,4.04,0,,,0,0,24.7,75.03,0.26,0,0,6.33,68.7,24.7,0,0,0,0,0,0,0.26,0,100,0,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,6.18,70.81,23.01,0,0,22.8,23.49,23.57,41.32,40.11,38.69,31.2,31.73,33.06,10.9,14.99,18,1.26,1.47,1.5,22.68,5.03,3.54,48.683035,11.617317,4440122,2842381,370.84,455.9,372.59,457.34,473.55,372.37,405.26,478.07,523.79,567.87,37.0603659807921,0,156.29817199707,12955490,0.718,0.386,0.46,1.14,0.325,2.208,4.668,0.425,0.123,0.364,0.551,0.665,0.516,-0.001,0.248
DE211040,0.07,18.35,1.18,243.75,4.23,0,,,0,0,56.06,0,43.94,0,0,0,0,56.06,0,0,0,0,0,0,43.94,77.8,16.61,5.59,0,100,0,0,83.39,16.61,43.94,0,0,56.06,0,0,0,0,0,0,0,71.88,28.12,0,0,31.84,32.75,33.81,44.14,41.59,39.39,23.79,25.43,26.58,12.36,16.23,20.19,1.33,1.56,1.58,24.68,7.43,5.96,49.382718,10.373273,4348108,2918934,431.4,25.7,433.46,25.07,463.31,430.79,436.28,453.07,516.15,559.15,8.57602366653459,0.0675967459711213,44.9515342712402,0,0.616,1.322,0.03,2.25,0.337,1.828,4.056,0.03,1.11,2.498,1.934,3.338,1.517,0.001,0.61
DE211050,0.07,17.86,1.18,241.32,4.21,0,,,0,0,47.02,0,52.98,0,0,0,0,47.02,0,0,0,0,0,0,52.98,82.79,15.83,1.37,0,100,0,0,84.17,15.83,52.98,0,0,47.02,0,0,0,0,0,0,3.38,72.04,24.58,0,0,31.93,32.52,33.21,42.58,41.06,39.48,22.72,23.65,24.54,11.68,15.31,18.65,1.31,1.52,1.54,22.66,5.34,3.81,49.206538,10.544614,4360694,2899422,0,326.6,418.91,322.93,456.94,414.72,423.25,449.95,509.19,579.58,41.630321016702,0.157076110716361,80.4004974365235,2395930,0.602,1.219,0.07,2.47,0.316,1.908,4.063,0.065,1.002,2.188,1.847,3.081,1.472,0.001,0.359
DE211060,0.06,16.89,1.19,238.99,4.11,1,1985,1985,4.77,11.03,30.4,0,69.6,0,0,0,0,29.83,0.57,0,0,0,0,0,69.6,84.71,14.65,0.64,0,100,0,0,85.35,14.65,69.52,4.75,0,25.72,0,0,0,0,0,0,4.08,68.7,26.52,0.05,0.64,30.71,31.66,32.22,42.4,40.63,39.22,22.71,23.53,24.39,11.23,14.39,17.43,1.29,1.5,1.52,21.98,4.96,3.45,49.100529,10.753627,4376046,2887771,409.5,688,412.79,690.92,454.36,401.77,416.72,450.04,506.36,627.13,52.9946872184099,0.429884450408838,105.42781829834,24364119,0.461,0.584,0.08,1.44,0.242,1.908,3.987,0.074,0.701,1.306,1.148,1.058,1,-0.001,0.708
DE211070,0.07,16.7,1.18,236.28,4.12,1,1985,1985,4.77,11.03,35.12,5.67,59.21,0,0,0.45,0,31.53,3.59,0,0,5.22,0,0,59.21,80.5,13.78,5.71,0,100,0,0,86.22,13.78,57.39,17.48,5.22,19.91,0,0,0,0,0,0,4.1,69.93,25.44,0.04,0.5,30.19,30.85,31.28,43.08,41.28,39.79,22.68,23.83,24.88,11.46,14.85,17.93,1.29,1.5,1.52,21.9,4.86,3.39,48.953171,10.913546,4387926,2871521,406.21,886.3,408.25,892.88,459.37,401.77,414.84,450.85,533.61,673.18,55.9822485047757,0.382530344819351,103.265830993652,32530437,0.512,0.588,0.11,1.63,0.266,1.924,3.951,0.099,0.764,1.197,1.014,0.891,0.893,0,0.946
DE211080,0.07,16.32,1.18,231.29,4.03,1,1985,1985,4.77,11.03,22.42,38.07,39.51,0,0,1.52,0,20.13,2.29,0,0,36.55,0,0,39.51,51.42,11.71,36.86,0,100,0,0,88.29,11.71,37.14,11.63,38.53,12.71,0,0,0,0,0,0,4.33,60.97,34.35,0.03,0.32,29.63,29.89,30.06,44.46,42.66,41.26,22.1,23.65,24.88,12.23,16.23,19.24,1.27,1.49,1.52,22.93,5,3.6,48.883039,11.200565,4409075,2864027,382.14,1394.8,387.51,1398.41,482.53,384.1,415,470.93,579.47,673.18,36.9629971912843,0.313961498883412,99.0275573730469,68511469,0.593,0.556,0.18,1.67,0.296,2.006,3.999,0.176,0.761,0.998,0.804,0.658,0.784,-0.001,0.518
DE211090,0.06,16.37,1.17,231.59,3.97,1,1985,1985,4.77,11.03,21.78,49.92,28.31,0,0,1.7,0.58,17.61,4.16,0,0,47.64,0,0,28.31,42.39,9.78,47.84,0,100,0,0,90.22,9.78,23.65,18.83,49.63,7.9,0,0,0,0,0,0,4.25,59.82,35.7,0.02,0.21,29.05,29.27,29.46,44.72,42.68,41.21,22.69,24.51,25.79,12.53,16.64,19.48,1.27,1.49,1.52,23.24,4.99,3.6,49.028377,11.478209,4429123,2880552,362.61,2266,367.75,2250.59,484.85,362.97,411.15,478.95,573.8,673.18,26.8485790220768,0.305881005125054,95.8332214355469,90371255,0.595,0.518,0.2,1.619,0.294,2.022,3.988,0.196,0.696,0.906,0.743,0.649,0.738,0,0.683
DE211100,0.07,17.91,1.2,240.64,4.23,0,,,0,0,22.81,0,77.19,0,0,0,0,22.81,0,0,0,0,0,0,77.19,96.17,3.83,0,0,100,0,0,96.17,3.83,77.19,1.2,0,21.61,0,0,0,0,0,0,2.31,65.88,31.8,0,0,31.69,33.4,34.68,44.96,42.78,40.81,20.71,21.19,21.88,11.94,15.73,18.69,1.31,1.53,1.54,23.57,4.9,3.41,49.156773,10.548732,4361035,2893892,425.3,93.4,426.84,92.65,472.64,414.18,437.72,469.43,514.79,561.11,72.3231698738312,0,88.6454620361328,1459625,0.592,1.025,0.12,1.859,0.299,1.978,4.25,0.109,0.919,1.789,1.528,1.639,1.417,0.002,0.163
DE211110,0.08,17.95,1.17,234.65,4.07,0,,,0,0,0,97.75,2.25,0,0,0,0,0,0,0,0,97.75,0,0,2.25,0.02,2.24,97.75,0,100,0,0,97.76,2.24,0,0.02,99.98,0,0,0,0,0,0,0,1.3,34.29,64.41,0,0,29.65,29.68,29.2,49.48,47.28,45.89,19.74,21.91,23.78,14.12,18.51,21.21,1.23,1.52,1.56,27.57,5.68,4.1,48.967308,10.953516,4390834,2873130,424.57,92.6,427.07,99.12,557.33,427.28,505.1,561.03,600.59,643.22,16.0344900132204,0.205629722194791,103.458686828613,2973184,0.349,0.475,0.02,1.15,0.158,2.214,4.774,0.016,0.587,1.826,1.081,1.615,1.048,0,0.734
DE211120,0.08,17.38,1.19,232.89,4.07,0,,,0,0,58.05,24.24,17.72,0,0,0,4.29,37.82,20.23,0,0,19.94,0,0,17.72,72.8,7.26,19.94,0,100,0,0,92.74,7.26,4.29,75.76,19.94,0,0,0,0,0,0,0,5.24,67.1,27.55,0,0.11,26.61,27.34,27.71,42.23,40.17,38.69,26.93,28.26,29.37,12.1,16.04,18.65,1.27,1.48,1.52,22.73,4.59,3.31,49.02988,11.365405,4420870,2880560,379.7,295.3,384.22,303.91,461.33,380.68,402.08,444.81,557.45,623.92,2.30062605013094,0.514886774499095,116.679328918457,6068662,0.631,0.923,0.11,2,0.302,2.089,4.292,0.101,0.843,1.522,1.305,1.697,1.156,0.001,0.683
DE211130,0.09,17.76,1.19,234.6,4.1,0,,,0,0,0,62.7,37.3,0,0,0,0,0,0,0,0,62.7,0,0,37.3,37.3,0,62.7,0,100,0,0,100,0,0,37.3,62.7,0,0,0,0,0,0,0,1.72,68.02,30.26,0,0,26.18,26.67,27.23,46.53,43.38,41.53,25.28,27.94,29.23,15.5,20.49,22.72,1.25,1.51,1.55,28.69,5.48,3.89,49.121682,11.5164,4431707,2890981,417.07,89.8,424.25,89.07,522.68,417.44,457.07,527.71,570.94,609.74,0,0,108.729591369629,376995,0.867,0.778,0.29,2.12,0.393,2.205,4.548,0.276,0.962,0.798,0.767,0.685,0.826,-0.001,0.634
DE211150,0.1,17.25,1.18,230.77,4.09,0,,,0,0,0,90.84,9.16,0,0,0,0,0,0,0,0,90.84,0,0,9.16,9.16,0,90.84,0,100,0,0,100,0,0,9.16,90.84,0,0,0,0,0,0,0,4.11,66.04,29.85,0,0,25.98,26.69,27.29,45.96,42.68,39.98,25.95,28.53,30.61,15.44,19.52,21.8,1.25,1.51,1.54,28.78,5.55,3.86,49.171208,11.727558,4446993,2896826,440.82,187,442.42,185.51,533.33,441.47,478.38,531.72,596.86,653.9,0,0,80.2153091430664,1910559,0.723,0.593,0.26,1.719,0.312,2.315,4.694,0.257,0.724,0.796,0.692,0.553,0.822,-0.001,0.497
DE211160,0.09,17.2,1.19,232.56,4.15,0,,,0,0,0,95.89,4.11,0,0,0,0,0,0,0,0,95.89,0,0,4.11,3.86,0.02,95.89,0.22,100,0,0,99.98,0.02,0,4.11,95.89,0,0,0,0,0,0,0,4.31,60.59,35.1,0,0,26.17,27.34,27.31,44.25,40.49,38.02,26.66,29.25,31.75,15.15,19.03,21.67,1.25,1.5,1.54,25.23,4.87,3.43,49.027852,11.914499,4461030,2881229,371.58,423.3,377.79,439.83,515.17,373.88,453.31,514.87,582.6,653.9,2.56576896697478,0,89.3446197509766,5321238,0.573,0.301,0.31,1.1,0.262,2.189,4.396,0.308,0.418,0.444,0.45,0.331,0.548,0,0.973
DE211250,0.12,17.89,1.17,234.07,4.06,0,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,13.51,86.49,100,0,100,0,0,0,0,0,0,0,0,0,0.51,10.13,89.36,0,0,20.17,20.22,19.95,41.39,39.25,37.02,37.44,39.52,42.03,16.74,21.23,24.69,1.16,1.48,1.52,33.54,6.06,4.74,49.790388,12.328031,4488626,2966855,536.73,13.9,538.49,13.71,656.21,537.15,579.57,646.63,769.64,844.68,0,0,46.2519035339356,0,,,,,,,,,,,,,,,
DE211260,0.15,17.55,1.2,222.34,3.98,0,,,0,0,89.92,2.69,7.39,0,0,2.08,0,3.39,0,0.24,0,0.61,86.3,0,7.39,88.93,3.23,2.08,5.77,10.07,55.77,34.16,96.77,3.23,89.28,3.98,2.08,0,4.66,0,0,0,0,0,4.72,35.09,60.19,0,0,25.87,26.34,26.45,42.53,39.47,36.59,29.13,31.71,34.48,16.97,22.51,25.24,1.14,1.46,1.52,41.04,9.13,6.71,49.835592,12.062839,4469398,2971310,457.04,181.7,460.26,180.7,632.84,459.32,512.11,621.22,804.76,959.21,0,0.193452530512553,81.0290679931641,5624569,1.336,1.684,0.25,4.24,0.49,2.726,5.313,0.218,2.096,1.397,0.966,0.988,1.044,0.001,0.208
DE211270,0.09,19.55,1.16,242.23,4.16,0,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,9.76,90.24,0,0,23.97,25.07,25.76,42.9,39.03,37.23,33.13,35.9,37.02,17.28,22.75,25.37,1.16,1.48,1.53,40.22,7.51,4.92,49.777876,12.028206,4467082,2964824,518.99,6.2,519.54,5.93,638.05,514.2,554.96,643.19,712.75,739.32,0,0,68.2357788085938,0,,,,,,,,,,,,,,,
DE211280,0.08,18.64,1.15,243.86,4.26,0,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,24.87,0,0,75.13,100,0,0,100,0,24.87,75.13,0,0,0,0,0,0,0,0,0,32.27,67.73,0,0,23.29,24.9,24.88,40.51,37.22,34.19,35.73,37.41,40.47,16.67,21.67,24.44,1.23,1.51,1.55,30.96,5.67,3.63,49.730903,12.045572,4468476,2959637,445.92,26.1,446.93,26.08,545.04,445.93,468.05,525.75,677.31,739.32,0,0,69.2597198486328,0,,,,,,,,,,,,,,,
DE211290,0.11,16.88,1.17,224.89,3.95,0,,,0,0,38.47,7.74,53.79,0,0,0.03,7.71,20.43,0,0.09,0,0,17.94,0,53.79,67.05,10.26,0.82,21.87,81.58,17.98,0.44,89.74,10.26,88.37,3.97,1.45,6.2,0.02,0,0,0,0,0,3.18,64.37,31.84,0,0.61,27.42,28.28,28.07,40.61,37.95,35.79,28.34,30.14,32.51,14.7,19.32,21.99,1.21,1.46,1.5,33.63,9.35,7.22,49.82344,11.892113,4457154,2969628,435,188.4,442.31,191.31,532.58,436.56,451.83,502.34,757.91,853.71,12.5017115087855,0,79.1791534423828,4946320,0.995,1.353,0.16,3.249,0.412,2.415,4.718,0.134,1.59,1.427,1.132,1.311,1.087,0.001,0.475
DE211310,0.09,16.86,1.18,231.22,4.14,0,,,0,0,32,21.07,46.93,0,0,8.28,12.2,18.84,0.09,0.02,0,0.59,13.05,0,46.93,50.93,10.99,0.81,37.27,95.11,4.77,0.12,89.01,10.99,87.12,8.64,0.98,3.08,0.19,0,0,0,0,0,4.33,41.77,52.73,0.18,0.99,24.69,26.78,26.58,37.82,35.83,33.95,33.1,33,35.09,13.34,17.23,20.13,1.24,1.47,1.51,27.45,6.34,4.59,49.608357,12.128236,4474823,2946183,379.86,721.9,379.39,722.09,477.76,372.66,411.17,460.72,607.74,853.71,12.0741136688754,0.0383659435184109,68.4523391723633,16181647,0.738,0.832,0.18,2.11,0.348,2.122,4.175,0.154,1.029,1.158,0.911,1.22,0.933,-0.001,0.587
DE211320,0.09,17.42,1.17,235.84,4.22,0,,,0,0,10.11,35.11,54.78,0,0,11.34,21.44,8.91,0.35,0,0,2.33,0.85,0,54.78,49,11.34,2.33,37.34,100,0,0,88.66,11.34,82.74,11.41,2.33,3.52,0,0,0,0,0,0,4.52,45.95,48.29,0.15,1.09,26.82,28.49,28.68,37.96,36.15,34.12,30.33,30.46,32.3,13.15,17.41,20.26,1.24,1.46,1.49,26.26,5.09,3.61,49.718214,11.915919,4459167,2957974,404.88,183.2,407.24,181.99,466.18,405.09,418.63,457.35,543.62,659.95,18.1388278467739,0,60.7331390380859,2373197,0.673,0.837,0.15,1.98,0.325,2.071,4.228,0.125,0.956,1.114,0.976,1.311,1.111,0,0.865
DE211450,0.12,17,1.18,227.72,3.97,0,,,0,0,99.94,0.06,0,0,0,0,0,0,0,0,0,0.06,99.94,0,0,100,0,0,0,0,81.31,18.69,100,0,99.84,0,0.16,0,0,0,0,0,0,0,2.99,54.58,42.42,0,0,19.84,21.6,21.4,39.74,36.92,34.1,37.88,38.94,41.96,16.28,21.26,24.59,1.22,1.5,1.53,27.73,5.2,3.96,49.410767,12.308872,4488553,2924614,374.92,122,379.19,121.88,559.93,377.65,434.88,556.33,701.2,806.83,19.1626967327273,0,59.5924797058106,1306019,0.854,0.85,0.25,2.3,0.384,2.226,4.374,0.213,1.113,1.034,0.755,1.025,0.927,0,0.946
DE211460,0.08,17.35,1.17,235.28,4.21,0,,,0,0,3.86,17.34,78.8,0,0,0,0.55,3.17,0,0,0,16.79,0.69,0,78.8,6.08,0,16.79,77.13,100,0,0,100,0,6.67,76.39,16.94,0,0,0,0,0,0,0,4.4,30.36,64.97,0,0.28,27.38,29.56,29.6,40.31,37.39,35.63,29.32,30.05,31.76,13.7,17.81,20.34,1.27,1.51,1.54,26.58,4.82,3.32,49.611973,11.801464,4451201,2945954,392.81,225.8,395.07,231.49,463.02,393.26,407,458.11,536.66,652.02,12.9280487753822,0,57.0518302917481,5117974,0.716,0.608,0.33,1.539,0.335,2.137,4.397,0.302,0.562,0.643,0.691,0.744,0.941,0,0.587
DE211470,0.08,16.83,1.18,234.67,4.24,0,,,0,0,9,20.7,70.3,0,0,0,2.91,5.27,3.36,0,0,17.79,0.36,0.2,70.1,30.7,3.47,17.79,48.04,100,0,0,96.53,3.47,21.03,60.9,17.86,0,0,0.2,0,0,0,0,6.41,42.52,50.8,0,0.27,25.99,28.37,28.56,39.67,36.73,34.96,28.72,29.28,30.86,13.4,17.58,20.19,1.23,1.47,1.5,25.43,4.64,3.18,49.44817,11.854819,4455508,2927839,371.21,438.3,381.57,444.76,454.51,371.56,391.54,449.4,534.37,652.02,15.1382309382255,0,123.211883544922,9981914,0.725,0.578,0.37,1.6,0.342,2.121,4.341,0.346,0.57,0.638,0.67,0.678,0.849,0,0.708
DE211490,0.08,16.98,1.19,231.79,4.15,0,,,0,0,4.89,50.34,44.78,0,0,0,1.71,2.66,2.07,0,0,48.63,0.16,0.08,44.7,14.97,1.53,48.63,34.87,99.99,0.01,0,98.47,1.53,8.67,42.55,48.66,0,0.04,0.08,0,0,0,0,5.21,42.95,51.73,0,0.11,24.91,27.25,27.16,40.84,37.98,36.54,29.79,30.32,31.84,14.4,18.74,21.43,1.23,1.49,1.52,25.8,4.87,3.31,49.200144,11.943238,4462635,2900435,343.4,1100.9,350.31,1108.51,466.14,344.3,389.86,461.22,557.76,665.31,6.15795702658694,0,116.836685180664,26235887,0.792,0.394,0.48,1.47,0.377,2.102,4.203,0.494,0.475,0.42,0.408,0.36,0.556,0,0.708
DE211500,0.08,17.7,1.18,235.84,4.24,0,,,0,0,4.64,50.71,44.65,0,0,0,0.5,0.64,3.99,0,0,50.21,0,0.5,44.15,14.13,2.16,50.21,33.51,100,0,0,97.84,2.16,5.9,43.39,50.21,0,0,0.5,0,0,0,0,11.58,45.17,43.25,0,0,24.64,26.46,26.85,38.97,36.03,34.44,24.26,25.39,26.58,12.87,17.09,19.06,1.11,1.37,1.39,27.45,4.51,2.94,49.494372,11.797895,4451258,2932873,379.78,68.8,382.45,69.29,458.69,379.3,399.9,453.76,532.57,599.77,0.0890308913044973,0,233.498153686523,4863940,1.003,0.424,0.73,1.45,0.464,2.16,4.512,0.687,0.199,0.312,0.376,0.288,0.578,0,0.812
DE211510,0.1,17.34,1.2,230.52,4.14,0,,,0,0,0,96.17,3.83,0,0,0,0,0,0,0,0,96.17,0,0,3.83,0,0,96.17,3.83,100,0,0,100,0,0,3.83,96.17,0,0,0,0,0,0,0,1.93,47.22,50.85,0,0,27.46,28.63,28.97,44.97,41.85,39.74,26.62,28.58,30.35,16.6,21.33,23.8,1.23,1.53,1.57,30.82,5.92,4.02,49.292092,11.814242,4452988,2910416,375.4,237.9,378.5,238.63,515.72,376.01,441.06,515.7,590.41,665.31,0,0,39.4216041564941,778867,0.934,0.442,0.5,1.76,0.405,2.307,4.676,0.474,0.649,0.389,0.389,0.3,0.506,0,0.865
DE211580,0.14,16.59,1.19,215.7,3.81,0,,,0,0,98.98,1.02,0,0,0,0,0,0,0,5.99,0,1.02,92.99,0,0,100,0,0,0,0,68.41,31.59,100,0,100,0,0,0,0,0,0,0,0,0,0.5,50.28,49.21,0,0,16.16,17.3,17.85,39.22,37.47,35.61,44.2,44.81,46.12,17.22,22.65,26.08,1.15,1.47,1.54,47.72,13.27,10.73,49.060066,12.917691,4534230,2887216,415.52,53.9,420.03,53.5,627.5,417.63,472.62,590.92,939.53,1067.59,0,0.297752817282797,56.9537353515625,0,1.257,1.482,0.39,3.42,0.411,3.056,5.882,0.373,1.399,1.366,0.968,1.116,1.1,-0.002,0.163
DE211620,0.15,17.36,1.23,215.84,3.89,0,,,0,0,98.9,1.1,0,0,0,0,0,0,0,4.39,0,1.1,94.51,0,0,100,0,0,0,0,64.75,35.25,100,0,100,0,0,0,0,0,0,0,0,0,3.11,45.88,51.01,0,0,15.75,16.38,16.99,39.75,38.61,37.25,42.66,43.17,43.92,16.82,21.95,25.18,1.12,1.44,1.51,49.2,13.8,11.56,49.036527,12.996556,4540094,2884832,446.11,108,449.87,109.57,670.1,436.5,502.67,638.21,959.85,1128.51,0,0.171334132014815,93.6356887817383,586291,1.52,1.65,0.43,3.98,0.477,3.187,6.275,0.433,1.751,1.233,0.901,0.971,1.029,0,1
DE211700,0.1,17.8,1.18,230.2,4,0,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,43.86,56.14,100,0,100,0,0,0,0,0,0,0,0,0,1.22,55.13,43.66,0,0,17.14,16.88,16.74,38.13,35.58,33.36,42.58,45.39,47.76,16.21,21.59,24.84,1.17,1.49,1.55,36.89,8.03,5.94,49.282346,12.917729,4533270,2911914,420.56,66.9,423.88,66.95,598.94,422.1,454.91,570.01,851.69,1081.37,0,0,60.5171966552734,545039,1.142,1.401,0.28,3.3,0.462,2.47,5.207,0.272,1.2,1.319,0.977,1.453,1.118,-0.003,0.089
DE211720,0.1,17.91,1.19,234.74,4.06,0,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,3.98,96.02,100,0,100,0,0,0,0,0,0,0,0,0,0.77,55.86,43.37,0,0,20.13,23.23,22.43,39.48,35.86,33.43,39.76,40.29,43.51,17.17,22.2,26.36,1.26,1.52,1.57,25.26,5.06,3.51,49.062597,12.274877,4487263,2885840,360.79,48.4,381.65,48.12,532.71,364.21,455.72,531.58,611.51,687.95,0,0,59.2385673522949,0,0.716,0.883,0.11,2.12,0.326,2.197,4.513,0.099,1.088,1.412,0.96,1.761,0.955,-0.003,0.066
